0.005,411
0.0075,374.7
0.01,359.6
0.0125,369.7
0.015,352.7
0.0175,327.5
0.02,325.2
0.0225,315.5
0.025,331.2
0.0275,323.3
0.03,330.5
0.0325,347.6
0.035,324
0.0375,323
0.04,319.2
0.0425,344.2
0.045,441
0.0475,420.5
0.05,435.2
0.0525,437
0.055,417.2
0.0575,423.8
0.06,432.5
0.0625,456.8
0.065,367.3
0.0675,333.3
0.07,312.6
0.0725,343.6
0.075,288.3
0.0775,312.2
0.08,305.9
0.0825,295.6
0.085,310.9
0.0875,312.6
0.09,297.8
0.0925,287.4
0.095,303.1
0.0975,307.5
0.1,296.3
0.1025,298.5
0.105,306.8
0.1075,288.1
0.11,309.9
0.1125,302
0.115,296.2
0.1175,292.7
0.12,308.3
0.1225,307.6
0.125,290.5
0.1275,288.3
0.13,282.2
0.1325,282.8
0.135,278.5
0.1375,281.3
0.14,285
0.1425,269.8
0.145,281.9
0.1475,269.6
0.15,293.1
0.1525,283.3
0.155,315.3
0.1575,301.9
0.16,318.7
0.1625,315.1
0.165,302.8
0.1675,276.9
0.17,284.8
0.1725,279.8
0.175,286.8
0.1775,299.2
0.18,299.1
0.1825,290.3
0.185,277.1
0.1875,284.9
0.19,291.6
0.1925,289.9
0.195,296.9
0.1975,286.2
0.2,286.7
0.2025,298.4
0.205,295.6
0.2075,338.7
0.21,294.7
0.2125,290.2
0.215,301.4
0.2175,280.1
0.22,303.3
0.2225,301.5
0.225,304.9
0.2275,294.7
0.23,295.1
0.2325,320
0.235,286.8
0.2375,297.2
0.24,289.2
0.2425,318
0.245,283
0.2475,285.1
0.25,266.6
0.2525,271
0.255,271.2
0.2575,256.8
0.26,277.4
0.2625,266.9
0.265,279.4
0.2675,272.3
0.27,262.5
0.2725,271.9
0.275,278.7
0.2775,253.6
0.28,279
0.2825,266.6
0.285,257.6
0.2875,274.3
0.29,267.5
0.2925,271.2
0.295,274.9
0.2975,259.5
0.3,269.6
0.3025,273.8
0.305,257.4
0.3075,269.6
0.31,270.4
0.3125,257.1
0.315,277.1
0.3175,257
0.32,263.8
0.3225,266.7
0.325,303.1
0.3275,283.8
0.33,284
0.3325,271.6
0.335,276.8
0.3375,267
0.34,260.4
0.3425,294.2
0.345,272.6
0.3475,272
0.35,277
0.3525,266.1
0.355,271
0.3575,266
0.36,253.5
0.3625,271.9
0.365,263.8
0.3675,255.5
0.37,269.2
0.3725,278.2
0.375,267.3
0.3775,261.6
0.38,269.5
0.3825,270.2
0.385,256.9
0.3875,271.6
0.39,269.8
0.3925,263.8
0.395,277
0.3975,276.4
0.4,269.5
0.4025,261.5
0.405,277
0.4075,271.3
0.41,253.7
0.4125,280.1
0.415,267
0.4175,254.6
0.42,282.1
0.4225,264.3
0.425,264.3
0.4275,272
0.43,260.2
0.4325,275.8
0.435,268
0.4375,260.4
0.44,279.3
0.4425,265.1
0.445,261.8
0.4475,273.1
0.45,267.1
0.4525,272.1
0.455,271.4
0.4575,265.4
0.46,273.2
0.4625,281.2
0.465,269.6
0.4675,286.5
0.47,267.7
0.4725,266.7
0.475,270.9
0.4775,284.6
0.48,276.8
0.4825,262
0.485,278.3
0.4875,270.6
0.49,262.7
0.4925,269.5
0.495,260.6
0.4975,264.5
0.5,270.8
0.5025,335.9
0.505,335.7
0.5075,347.9
0.51,345.6
0.5125,345.8
0.515,338.9
0.5175,341.2
0.52,347.8
0.5225,341.4
0.525,344.8
0.5275,338.8
0.53,335.8
0.5325,338.5
0.535,349.3
0.5375,345.4
0.54,347
0.5425,337.7
0.545,337.5
0.5475,348.1
0.55,350.2
0.5525,344.8
0.555,347.4
0.5575,336.8
0.56,348.6
0.5625,343.1
0.565,349.6
0.5675,345.4
0.57,339.7
0.5725,337.3
0.575,367.5
0.5775,357.8
0.58,352.1
0.5825,358.9
0.585,357.2
0.5875,350.4
0.59,350.9
0.5925,356
0.595,358.5
0.5975,356.1
0.6,361.3
0.6025,353.4
0.605,357.3
0.6075,374.2
0.61,364.8
0.6125,357.2
0.615,364.6
0.6175,356.4
0.62,356.7
0.6225,350
0.625,354.8
0.6275,352.9
0.63,355.3
0.6325,358.3
0.635,356
0.6375,355.5
0.64,351.9
0.6425,354.5
0.645,352.6
0.6475,353.7
0.65,355.9
0.6525,353.5
0.655,347.9
0.6575,354.2
0.66,356.1
0.6625,350.4
0.665,357.2
0.6675,355.7
0.67,352.2
0.6725,353.1
0.675,351.2
0.6775,357.4
0.68,348.2
0.6825,348.9
0.685,354.4
0.6875,349.6
0.69,355.1
0.6925,350.8
0.695,349
0.6975,356.5
0.7,353.7
0.7025,351.1
0.705,356.6
0.7075,347.8
0.71,351.7
0.7125,350.7
0.715,362.8
0.7175,352.8
0.72,348.4
0.7225,353.5
0.725,350.5
0.7275,358.7
0.73,354.8
0.7325,353.5
0.735,346.1
0.7375,355.6
0.74,351.8
0.7425,350.5
0.745,356.5
0.7475,356.9
0.75,353.6
