0.005,412.8
0.0075,363.9
0.01,363.7
0.0125,473.5
0.015,419.8
0.0175,420.7
0.02,351
0.0225,386
0.025,358.6
0.0275,349.9
0.03,364.7
0.0325,429.8
0.035,448.1
0.0375,436.7
0.04,436.8
0.0425,422.4
0.045,424
0.0475,378.7
0.05,380.3
0.0525,366.6
0.055,347.7
0.0575,331.3
0.06,394.2
0.0625,414.8
0.065,425.6
0.0675,431.5
0.07,433.9
0.0725,457.4
0.075,432
0.0775,383.8
0.08,385.3
0.0825,379.8
0.085,389.2
0.0875,394.2
0.09,395.6
0.0925,382.6
0.095,381.7
0.0975,409.2
0.1,367
0.1025,377.9
0.105,378.4
0.1075,372.4
0.11,372.7
0.1125,372.7
0.115,373
0.1175,375.7
0.12,374.9
0.1225,378.1
0.125,384.8
0.1275,453.8
0.13,454.8
0.1325,453.6
0.135,455.2
0.1375,481.9
0.14,460.8
0.1425,478
0.145,445
0.1475,450.3
0.15,425.8
0.1525,446.1
0.155,426.1
0.1575,449.9
0.16,420.5
0.1625,449.3
0.165,460.2
0.1675,438.2
0.17,466
0.1725,422.6
0.175,446.3
0.1775,432.1
0.18,444.9
0.1825,430.4
0.185,446.1
0.1875,434.9
0.19,436.2
0.1925,437.6
0.195,433.6
0.1975,442.9
0.2,429.6
0.2025,445.1
0.205,427.1
0.2075,458.5
0.21,488.6
0.2125,469.6
0.215,452.1
0.2175,477.4
0.22,456
0.2225,452.7
0.225,471.9
0.2275,434.2
0.23,453.6
0.2325,454.6
0.235,465
0.2375,476.5
0.24,455
0.2425,466.2
0.245,467.5
0.2475,440
0.25,522.6
0.2525,560.6
0.255,544.3
0.2575,556.1
0.26,499.4
0.2625,505.1
0.265,522.5
0.2675,510.7
0.27,493.8
0.2725,526
0.275,495
0.2775,527.5
0.28,538.3
0.2825,509.4
0.285,516
0.2875,521.4
0.29,552.8
0.2925,534.6
0.295,525
0.2975,536.7
0.3,606.8
0.3025,639.6
0.305,555.9
0.3075,544.7
0.31,532.1
0.3125,550.3
0.315,507.2
0.3175,503
0.32,509.3
0.3225,503.5
0.325,518.6
0.3275,518.3
0.33,491.6
0.3325,538
0.335,554.7
0.3375,535.8
0.34,554.6
0.3425,554.3
0.345,519.2
0.3475,588.5
0.35,579.2
0.3525,538.8
0.355,562.2
0.3575,531.2
0.36,565.8
0.3625,555.6
0.365,483.4
0.3675,547.4
0.37,562.3
0.3725,540
0.375,543.9
0.3775,505.8
0.38,533.8
0.3825,495.7
0.385,513
0.3875,512.6
0.39,494.4
0.3925,543.2
0.395,533.4
0.3975,503.3
0.4,548.7
0.4025,522.8
0.405,512.4
0.4075,529.8
0.41,508.9
0.4125,504.5
0.415,540.2
0.4175,508.1
0.42,537
0.4225,520.7
0.425,484.8
0.4275,518.9
0.43,516.2
0.4325,489.4
0.435,530.6
0.4375,527.2
0.44,505.8
0.4425,511.6
0.445,499.4
0.4475,504.5
0.45,517.9
0.4525,486.1
0.455,534.1
0.4575,503.9
0.46,523.2
0.4625,525.3
0.465,504.3
0.4675,517.7
0.47,505.1
0.4725,514.6
0.475,546.9
0.4775,516.3
0.48,515.8
0.4825,483.3
0.485,518.9
0.4875,507
0.49,520.8
0.4925,533
0.495,503.8
0.4975,516.1
0.5,525.8
